,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
120,surulere,Ladipo labinjo off bode ThomasBode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Well renovated spacious room self-contained,600000,Premium,0EBAG,"Updated 21 Apr 2021, Added 23 Nov 2020",,,
121,surulere,Off shifawu streetOjuelegba Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly built 2bedroom flats,700000,Premium,5EKTE,"Updated 21 Apr 2021, Added 12 Mar 2021",Newly Built,"2 Bedrooms
New","Newly built 4nos 2bedroom flats to let. Upstairs. 1st and 2nd floor. N700,000 per annum"
123,surulere,Off yaba road by ojuelegbaSurulere Lagos,beds baths Toilets,0,0,0,Nice mini flat with private space,450000,Premium,7EMUX,"Updated 21 Apr 2021, Added 05 Apr 2021",,,
124,surulere,Orchid Road. Lekki Lagos,5 beds 5 baths 6 Toilets,5,5,6,Beautiful 5 Bedroom Detached Duplex.,,Sponsored,5DVJQ,"Updated 22 Apr 2021, Added 10 Sep 2020",Newly Built,"5 Bedrooms
New","Beautiful 5 Bedroom Detached Duplex.

Location: Orchid Road, Lekki, Lagos ??????

Price: N150 million

Features:
- All Rooms Ensuite
- Pop Ceiling
- Fully Fitted Kitchen
- Stamp Concrete Floor
- 1 BQ
- Pop Ceiling
- Car Port
- 24 Hours Security
- 24 Hours Light
- Water Heater
- Shower
- Jacuzzi.

Kindly contact Chidi on [redacted] for more enquiries

MORTGAGE PLANS OF UP TO TEN YEARS ARE AVAILABLE WITH OUR LENDING PARTNER
PS. Get a free move @movesmartng and a 20% discount on cleaning when you buy from us."
141,surulere,Rosanwo off adekunle kuyeAguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat upstairs,600000,Premium,0EMKK,"Updated 21 Apr 2021, Added 31 Mar 2021",,,
142,surulere,Off Thomas ANIMASHAUN streetAguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive Roomselfcontain,300000,Premium,2ELQU,"Updated 21 Apr 2021, Added 22 Mar 2021",,,
143,surulere,Oladimeji street off enitan rdAguda Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat upstairs,500000,Premium,1EKWV,"Updated 21 Apr 2021, Added 15 Mar 2021",,2 Bedroom,Pure fantastic house very lovely and decent place all round tiles fitted kitchen qated compound serene environment
144,surulere,Off nnobi kiloKilo Marsha Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly built 2bedroom flat with pop and 2t2b,1000000,Premium,8EFKR,"Updated 21 Apr 2021, Added 26 Jan 2021",Newly Built,"2 Bedrooms
New",Newly built 2bedroom flat with pop and 2t2b upstairs
146,surulere,Off nnobi left masha kiloKilo Marsha Surulere Lagos,2 beds 2 baths 2 Toilets,2,2,2,Lovely renovated 2 bedroom flat 2t2b,1200000,Premium,2EBLU,"Updated 21 Apr 2021, Added 29 Nov 2020",,2 Bedroom,"TOLET


A Very decent and spacious 2bedroom flat in a block of 3flats with p.o.p, kitchen cabinet, big kitchen, wardrobe, prepaid meter and enough car park with guest toilet.

Price : 1.2m"
148,surulere,OFF LAWANSON ROAD VERY CLOSE TO B/stopLawanson Surulere Lagos,1 beds 2 baths 2 Toilets,1,2,2,LUXURY AND AND EXECUTIVE MINIFLAT (BRAND NEW),550000,Premium,3DZKJ,"Updated 21 Apr 2021, Added 02 Nov 2020",Newly Built,"1 Bedrooms
New","What a Super and Exquisite Outstanding Mini-flat with 2 toilet and 2 bath,Balconies in Front , Colorfully Painted,With all modern facilities in place, such as Fenced Compound, Separate pre-paid Meter for each Apartment, treated bore hole water, ample parking space, serene neighbor hood, well trained security on duty, Balcony, Italian tiles, etc going for.. 550K x 1 yr rent ..located on a STREET OFF LAWANSON ROAD, very close to the B/stop"
150,surulere,Olukola StreetOgunlana Surulere Lagos,4 beds 4 baths Toilets,4,4,0,Executive & superb 4bedroom duplex,2500000,Premium,2EJUV,"Updated 21 Apr 2021, Added 03 Mar 2021",,4 Bedroom,"Executive and superb 4bedroom duplex located at Olukole Street off Ogunlana Drive Surulere Lagos.

Prepaid metre, borehole water, water heater, massive kitchen, kitchen cabinet, wardrobe, 2 in the compound, very clean house, massive car park, and serene environment.
1toilet 1bath.

N2.5m a year rent.

*Note*: suitable for residential or commercial."
152,surulere,Eric Moore heightEric Moore Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive Roomselfcontain,20000,Premium,0ELQV,"Updated 21 Apr 2021, Added 22 Mar 2021",,"Governor's Consent
Security
Fast Internet
POP Ceiling
Street Lights
Swimming Pool
Parking Space
24 Hours Security
Security doors
Big Compound
24 hours Electricity
Gym
Water Treatment
All Room Ensuit
CCTV Cameras
1 Bedroom",Executive Roomselfcontain on eru Moore height with swimming pool t.v gas cooker carpark
153,surulere,Ilesanmi street off ogunlana driveOgunlana Surulere Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom detached duplex+ 1rm bq,3000000,Premium,1EKJZ,"Updated 21 Apr 2021, Added 09 Mar 2021",,4 Bedroom,Alone in a compound detached house all round tiles fitted kitchen gated street serene environment
154,surulere,Off cole street Ojuelegba Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice Roomself contained,350000,Premium,6EEKC,"Updated 21 Apr 2021, Added 13 Jan 2021",Newly Built,"1 Bedrooms
New","Nice newly built roomself contained off Cole street surulere Lagos
Easy access to the island or any part of Lagos."
155,surulere,Off Nathan street surulereOjuelegba Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice self contained,300000,Premium,1EDFG,"Updated 21 Apr 2021, Added 22 Dec 2020",,1 Bedroom,Lovely pay and move in roomself contained upstairs in a very calm environment 100% proximity to any part of Lego's Good power supply Good water supply
156,surulere,"Omobola Street. ,off lawanson road, surulereLawanson Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,Super and Executive Roomself (Very Descen),250000,Premium,7DQMY,"Updated 21 Apr 2021, Added 26 Jul 2020",,1 Bedroom,"Super and Executive roomself Contained very decent with treated bore hole water and ample parking space,well tiled floor and colourfully painted, located at Omobola Street, Lawanson surulere...going for 250k"
159,surulere,Off Thomas animashaun street agudaSurulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini 2bedroom flat upstairs,500000,Premium,5ELQU,"Updated 21 Apr 2021, Added 22 Mar 2021",,1 Bedroom,Tastefully finished all round tiles fitted kitchen clean compound.
160,surulere,Off oseni streetLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Spacious mini flat,550000,Premium,2EDFG,"Updated 21 Apr 2021, Added 22 Dec 2020",,1 Bedroom,Lovely spacious mini flat upstairs with a check meter
161,surulere,Off ogunlana drive surulereOgunlana Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Standard self-contained,300000,Premium,0EKHK,"Updated 21 Apr 2021, Added 09 Mar 2021",,1 Bedroom,Tastefully finished place all round tiles decent compound serene environment
162,surulere,Oduduwa streetKilo Marsha Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Refurbished 3bedroom duplex,1500000,Premium,7EETW,"Updated 21 Apr 2021, Added 18 Jan 2021",,3 Bedroom,Newly renovated house tastefully finished all rooms ensuit all round tiles fitted kitchen wardrobe wall screeeding p.o.p ceiling Serene environment.
163,surulere,Majesty EstateSurulere Lagos,4 beds 4 baths 0 Toilets,4,4,0,4bedroom duplex,2800000,Premium,1EGY,"Updated 21 Apr 2021, Added 11 Feb 2021",Newly Built,,
164,surulere,Off Nathan streetSurulere Lagos,beds baths Toilets,0,0,0,Lovely roomself upstairs with spacious toilet and kitchen,350000,Premium,5ELGE,"Updated 21 Apr 2021, Added 18 Mar 2021",,,
165,surulere,ADEKUNLE   KUYE STREET OFF ADELABU SURULEREAguda Surulere Lagos,1 beds 2 baths 2 Toilets,1,2,2,EXECUTIVE AND SUPER MINIFLAT WITH 2 TOILET AND BATH,450000,Premium,3DTGX,"Updated 21 Apr 2021, Added 20 Aug 2020",Furnished,"1 Bedrooms
Furnished","Property Description

What a Super and Exquisite Outstanding Mini-flat with 2 toilet and 2 bath,Balconies in Front , Colorfully Painted,With all modern facilities in place, such as Fenced and inter-Lock Compound, Separate pre-paid Meter for each Apartment, treated bore hole water, ample parking space, serene neighbor hood, well trained security on duty, Balcony, Italian tiles, etc going for.. 450K x 1 yr rent ..located at Adekunle Kuye off Agboyin surulere"
166,surulere,FASHORO STREET BY OJUELEGBA AXISOjuelegba Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,LUXURY AND EXECUTIVE 3 BEDROOM ( ALL ENSUIT),1200000,Premium,3DZMM,"Updated 21 Apr 2021, Added 03 Nov 2020",Furnished,,
167,surulere,LaCampaigne Tropicana Ibeju Lekki Lagos,beds baths Toilets,0,0,0,"Affordable Dry Lands at Kings Gate Estate 2, Imosan, Ibeju lekki,Lagos.",,Sponsored,0ENPN,Added 14 Apr 2021,,"Drainage System
Survey
Supermarket Nearby
Governor's Consent
Excision
Securi","When it comes to land investment and development, it goes without saying that Lagos is one of the most appreciable places to buy, invest and make huge returns on your investment. A market trend on the popular real estate site, Nigria Property Centre, bears out this fact.

It is also evident that for the discerning investor, what is paramount is massive and optimal returns on any land investment made and when you come to Lagos, the best place to achieve massive growth in your land portfolio is Ibeju Lekki. Presently called the New Lagos, Ibeju Lekki is poised to become the most developed area in West Africa with the huge potential to be one of the best real estate decision you will ever make as countless developments are presently coming up within the axis.

King’s Gate 2 thus offers you the opportunity to key into the massive potentials in the Ibeju Lekki sector as it is a developed estate located at Imosan off Igbogun, via La Campaign Tropicana Resort, Free Trade Zone, Ibeju Lekki, Lagos with close proximity to The Dangote Refinery, Lekki Deep Seaport, La Campaign Tropicana, Lekki Golf Course, Alaro City, Eleganza Industries, Pan Atlantic University, Markets, Filling Stations and various other developments.

The Estate neighbourhood is presently populated with pockets of dwellers and investors readily building their properties. The estate is a prime land that will position your land portfolio for the next wave of dwellers and homeowners that are coming down to the area considering the economic catalysts within the Free Trade Zone axis such as the Dangote Refinery, Lekki Deep Sea Port, The Eleganza Industries, Alaro City and The New International Airport."
185,surulere,Eric Manuel crescent off bodethomasBode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive Room selfcontain,500000,Premium,5EMKK,"Updated 21 Apr 2021, Added 31 Mar 2021",,1 Bedroom,Executive self-contained very clean and decent place tastefully finished all round tiles fitted kitchen serene environment
186,surulere,Off ogunlana drive surulere Ogunlana Surulere Lagos,beds baths Toilets,0,0,0,Mini flat in very serene environment off ogunlana drive,600000,Premium,8ENLF,"Updated 21 Apr 2021, Added 12 Apr 2021",,,Mini flat in a very serene environment off ogunlana drive surulere Lagos
187,surulere,"OFF BODETHOMAS ROAD, SURULERE LAGOSBode Thomas Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,LUXURY AND EXECUTIVE 2 BEDROOM FLAT,2200000000,Premium,4DWHC,"Updated 21 Apr 2021, Added 21 Sep 2020",Furnished Newly Built,,
188,surulere,Olaleye EstateIponri Surulere Lagos,4 beds 4 baths Toilets,4,4,0,Brand new 4bedroom duplex in Olaleye Estate Surulere,3500000,Premium,1EKCT,"Updated 21 Apr 2021, Added 06 Mar 2021",Serviced Newly Built,"4 Bedrooms
New
Serviced","Newly and lovely built 4bedroom terraced duplex m great finishing at Olaleye Estate Iponri, Surulere for N3.5m per annum.
Service Charge of N450k per year"
190,surulere,Bode Thomas surulere Bode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely shop facing the road,1800000,Premium,5EFJY,"Updated 21 Apr 2021, Added 26 Jan 2021",,1 Bedroom,"Lovely neat shop facing the road bode Thomas surulere
Size of two rooms"
191,surulere,Off Adelabu surulereAdelabu Surulere Lagos,4 beds 3 baths 3 Toilets,4,3,3,Renovated 4 bedroom flat upstairs,2000000,Premium,1EBJJ,"Updated 21 Apr 2021, Added 27 Nov 2020",,4 Bedroom,"Renovated 4 bedroom flat upstairs with pop 3t3b off adelabu surulere
Renovation is ongoing"
192,surulere,Down olufemi by ogunlana drive surulereSurulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely 3 bedroom flat upstairs all rooms ensuite,1400000,Premium,8ELCK,"Updated 21 Apr 2021, Added 17 Mar 2021",,3 Bedroom,"Lovely spacious 3 bedroom flat upstairs with all rooms ensuite and visitors toilet
Water heater
Constant water supply
Prepaid meter"
193,surulere,Adegoke StreetSurulere Lagos,4 beds baths Toilets,4,0,0,4bedroom duplex at Adegoke Street Surulere,2500000,Premium,4EKBY,"Updated 21 Apr 2021, Added 06 Mar 2021",,,
194,surulere,Off Adesina by adekunle kuyeAguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive spacious self contained,350000,Premium,9EESB,"Updated 21 Apr 2021, Added 16 Jan 2021",Newly Built,"1 Bedrooms
New","Executive Lovely spacious newly built room self contained with pop upstairs in a gated street
Pay and move in"
195,surulere,"ON BODE THOMAS STREET, ( BACK FLAT)Bode Thomas Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,"SUPER AND DECENT 2 BEDROOM,ALL ENSUIT BY BODE-THOMAS",1500000,Premium,2DYF,"Updated 21 Apr 2021, Added 14 Oct 2020",,2 Bedroom,"Property Description

Luxury and Executive 2 bedroom flat with treated bore hole water and Ample parking, up and down stairs available, kitchen cabinets and Italian Mable floors, balconies front and Back, wonderful serenity, Pop, lightened up, screed-ed walls,serene neighborhood, and excellent proximity to island, ....all going 1.5 million x 1 rent only..located On bodet-homas Surulere"
197,surulere,Off nnobi street kiloKilo Marsha Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive Miniflat,650000,Premium,8EFMF,"Updated 21 Apr 2021, Added 26 Jan 2021",,"24 hours Electricity
Security
POP Ceiling
Street Lights
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Big Compound
1 Bedroom","Tastefully finished house all round tiles p.o.p ceiling wall screeeding with chandelier, wardrobe gated compound quiet neighborhood"
201,surulere,Olatunde onimole street by censusBode Thomas Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat upstairs,1500000,Premium,2EFUG,"Updated 21 Apr 2021, Added 29 Jan 2021",,,
202,surulere,...Lawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,lovely spacious mini flat,500000,Premium,6EAUG,"Updated 21 Apr 2021, Added 19 Nov 2020",,1 Bedroom,Very lovely spacious mini flat upstairs
204,surulere,Samshonibare estate off ogunlana driveOgunlana Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive Miniflat,600000,Premium,9EJSF,"Updated 21 Apr 2021, Added 02 Mar 2021",,,
205,surulere, Eric Moore Surulere Lagos,0 beds 0 baths 0 Toilets,0,0,0,Kitchen Space inside ConOil Filling Station,500000,Premium,2EJAC,"Updated 21 Apr 2021, Added 23 Feb 2021",,,"Kitchen Space inside Con Oil Filling Station at Eric Moore, Surulere for N500k per annum"
206,surulere,Off ogunlana driveOgunlana Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely newly built 2 bedroom flat,1300000,Premium,2EEWU,"Updated 21 Apr 2021, Added 19 Jan 2021",Newly Built,,
207,surulere,Akinyele street off shaki crescent agudaAguda Surulere Lagos,3 beds 2 baths 2 Toilets,3,2,2,Executive 3bedroom flat upstairs,1200000,Premium,3EEFW,"Updated 21 Apr 2021, Added 11 Jan 2021",,"24 hours Electricity
Security
POP Ceiling
Water Treatment
Street Lights
Parking Space
24 Hours Security
CCTV Cameras
Big Compound
3 Bedroom",Tastefully finished house all round tiles fitted kitchen p.o.p ceiling wall screeeding big balcony upstairs quiet neighborhood
209,surulere,Alaka Surulere Alaka Iponri Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Renovated Serviced Massive 3 Bedroom Apartments All rooms ensuite,3000000,Premium,8EHMM,"Updated 21 Apr 2021, Added 18 Feb 2021",Serviced,"3 Bedrooms
Serviced","TOLET.

ALAKA ESTATE SURULERE

*TERM: RENT*

Newly Renovated Serviced
Massive 3 Bedroom Apartments
All rooms ensuite | Massive living room | Big Balconies| Study room
Wardrobe | P. O. P | Big Kitted Kitchen.

Rent: 3m Per Annum but 2.7m might fly.

Service charge 45k monthly

Located Within a Secure Gated Estate In Surulere

Call Haybee Consults Property Property Management and Technologies

[redacted]
[redacted]"
210,surulere,Aborisade lawanson Lawanson Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Portable mini flat,500000,Premium,6EEAS,"Updated 21 Apr 2021, Added 08 Jan 2021",,1 Bedroom,"Portable mini flat upstairs with 2t , cabinet and wardrobe"
230,surulere,"Nnobi Street, kilo surulereKilo Marsha Surulere Lagos",2 beds 1 baths 1 Toilets,2,1,1,"SUPER AND DECENT 2 BEDROOM,BY KILO B/STOP",600000,Premium,3DZMK,"Updated 21 Apr 2021, Added 03 Nov 2020",,2 Bedroom,"Property Description

Decent and Executive 2 bedroom flat with treated bore hole water and Ample parking, up stairs, kitchen cabinets and Italian Mable floors, balconies front and Back, , lightened up, screed-ed walls,serene neighborhood, and excellent proximity to island, ....all going 600K x 1 rent only..located at Nnobi street off kilo , very close to kilo B/ stop....direct bus Island"
232,surulere,"OFF BODETHOMAS ROAD, SURULERE LAGOSBode Thomas Surulere Lagos",2 beds 2 baths 3 Toilets,2,2,3,LUXURY AND EXECUTIVE 2 BEDROOM DUPLEX,2000000,Premium,7DWHA,"Updated 21 Apr 2021, Added 21 Sep 2020",Furnished,"2 Bedrooms
Furnished","Super and Executive 2 bedroom DUPLEX, with 3 toilets ,All en-suit with visitors toilet, treated bore hole water and Ample parking space, up stairs, kitchen cabinets, War-drops, Very standard ROOMS / spacious staircase,interlock compound, Italian Mable floor, beautiful light fittings, serene neighborhood, excellent proximity to island, balconies, POP all"
233,surulere,Nuru oniwo street off adelabuAdelabu Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,Executive Miniflat,500000,Premium,3EFH,"Updated 21 Apr 2021, Added 25 Jan 2021",,,
234,surulere,Aibu street off bodethomas Bode Thomas Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive service roomselfcontain upstairs,500000,Premium,6EKJY,"Updated 21 Apr 2021, Added 09 Mar 2021",,1 Bedroom,Tastefully finished house all round tiles p.o.p ceiling wall screeeding exclusive ppl lace very lovely and clean compound.
